# date, mag, err_mag
-0.000 21.797810 0.206627
1.000 21.618028 0.206578
2.000 21.089993 0.206450
3.000 21.393774 0.206484
4.000 21.385250 0.206725
5.000 21.873179 0.207052
6.000 21.679925 0.207334
7.000 21.410780 0.207524
8.000 21.630205 0.207804
9.000 21.722247 0.208133
10.000 21.756145 0.208432
11.000 21.396063 0.208654
12.000 21.634534 0.208781
13.000 22.303793 0.208901
14.000 21.594013 0.209027
15.000 21.696242 0.209097
16.000 22.168382 0.209186
17.000 21.666529 0.209155
18.000 21.629233 0.208861
19.000 21.724374 0.208405
20.000 22.127439 0.207925
21.000 21.376301 0.207535
22.000 21.780462 0.207067
23.000 21.433802 0.206523
24.000 21.121335 0.205928
25.000 20.748202 0.205263
26.000 20.666158 0.204638
27.000 21.037235 0.204103
28.000 20.725816 0.203538
29.000 20.584348 0.203028
30.000 20.564117 0.202450
31.000 20.204442 0.201869
32.000 20.128907 0.201300
33.000 20.085752 0.200539
34.000 20.018698 0.199625
35.000 19.833211 0.198495
36.000 19.990692 0.197442
37.000 19.457744 0.196426
38.000 18.702570 0.195756
39.000 19.158941 0.195535
40.000 19.109394 0.195494
41.000 18.973178 0.195324
42.000 18.688465 0.194862
43.000 19.113031 0.194316
44.000 18.523952 0.193853
45.000 18.719123 0.193390
46.000 18.470758 0.192919
47.000 18.073380 0.192344
48.000 18.637402 0.191880
49.000 18.320389 0.191558
50.000 18.375084 0.191205
51.000 18.242149 0.190705
52.000 18.005620 0.190320
53.000 18.047369 0.190056
54.000 18.129754 0.189932
55.000 18.175847 0.190014
56.000 18.102677 0.190158
57.000 18.347100 0.190358
58.000 17.897124 0.190661
59.000 18.441268 0.191060
60.000 18.241244 0.191567
61.000 18.688219 0.191944
62.000 18.552391 0.192450
63.000 18.809692 0.193042
64.000 18.552191 0.193661
65.000 19.078394 0.194388
66.000 18.857274 0.195136
67.000 19.310422 0.195649
68.000 19.370521 0.195748
69.000 19.023874 0.195523
70.000 19.213983 0.195167
71.000 18.882305 0.194849
72.000 19.047085 0.194566
73.000 19.163825 0.194459
74.000 18.702169 0.194312
75.000 18.664987 0.194193
76.000 18.906054 0.194367
77.000 18.862609 0.194478
78.000 18.971821 0.194540
79.000 19.207092 0.194720
80.000 18.811380 0.194722
81.000 19.103089 0.194777
82.000 19.186593 0.194952
83.000 19.495595 0.195331
84.000 19.241722 0.195934
85.000 19.235466 0.196634
86.000 19.528284 0.197429
87.000 19.496198 0.198183
88.000 19.671702 0.198848
89.000 19.928476 0.199626
90.000 19.982588 0.200297
91.000 20.400903 0.200795
92.000 20.549697 0.201163
93.000 19.976948 0.201409
94.000 20.230934 0.201561
95.000 20.334864 0.201665
96.000 20.690690 0.201787
97.000 20.154636 0.201942
98.000 20.370911 0.202112
99.000 20.595396 0.202067
100.000 20.324091 0.201962
101.000 20.319682 0.201979
102.000 20.570007 0.201778
103.000 20.125984 0.201341
104.000 20.379310 0.200892
105.000 19.995632 0.200576
106.000 20.215365 0.200375
107.000 20.253480 0.200112
108.000 20.210799 0.199875
109.000 19.949799 0.199910
110.000 20.048484 0.200190
111.000 20.083250 0.200486
112.000 20.347631 0.201040
113.000 20.339803 0.201669
114.000 20.635610 0.202322
115.000 20.830989 0.203055
116.000 20.973936 0.203677
117.000 20.910359 0.204043
118.000 20.874605 0.204120
119.000 21.172743 0.204219
120.000 20.886137 0.204396
121.000 21.005735 0.204536
122.000 20.704161 0.204532
123.000 20.970443 0.204333
124.000 20.934331 0.203923
125.000 20.579168 0.203531
126.000 20.845061 0.203251
127.000 20.171004 0.203000
128.000 20.243836 0.202885
129.000 20.557603 0.202969
130.000 20.716913 0.203051
131.000 21.013192 0.203126
132.000 20.326837 0.203052
133.000 20.903665 0.203008
134.000 20.790462 0.202983
135.000 21.016164 0.202941
136.000 20.135393 0.202721
137.000 20.236635 0.202614
138.000 20.240829 0.202737
139.000 20.768702 0.202854
140.000 20.716714 0.202831
141.000 20.347240 0.202750
142.000 20.635186 0.202727
143.000 20.662855 0.202790
144.000 20.596639 0.202862
145.000 20.588705 0.202822
146.000 20.496953 0.202949
147.000 20.432465 0.203276
148.000 20.595701 0.203673
149.000 21.281326 0.203965
150.000 21.019253 0.204250
151.000 20.981909 0.204590
152.000 21.225547 0.204976
153.000 21.327421 0.205516
154.000 21.091288 0.205947
155.000 21.090840 0.206256
156.000 21.430692 0.206373
157.000 21.125087 0.206461
158.000 21.125049 0.206506
159.000 21.565116 0.206521
160.000 21.177184 0.206756
161.000 21.457370 0.207145
162.000 21.643729 0.207642
163.000 21.855941 0.208198
164.000 21.656482 0.208589
165.000 21.748565 0.208965
166.000 22.039236 0.209375
167.000 21.860501 0.209710
168.000 22.043975 0.210024
169.000 21.949244 0.210347
170.000 22.168931 0.210811
171.000 22.469464 0.211569
172.000 22.784797 0.212190
173.000 22.451975 0.212523
174.000 22.979340 0.212620
175.000 22.588892 0.212606
176.000 22.550576 0.212461
177.000 22.692155 0.212124
178.000 22.426075 0.211538
179.000 22.368313 0.211084
180.000 21.970680 0.210711
181.000 22.051647 0.210486
182.000 22.078707 0.210380
183.000 22.076990 0.210298
184.000 22.274835 0.210303
185.000 22.162031 0.210359
186.000 21.802995 0.210315
187.000 21.699587 0.210001
188.000 21.878784 0.209759
189.000 21.876825 0.209450
190.000 21.892443 0.209353
191.000 21.824180 0.209508
192.000 22.294598 0.209784
193.000 22.026846 0.210053
194.000 22.362166 0.210378
195.000 22.510051 0.210768
196.000 22.297794 0.210992
197.000 22.217907 0.211014
198.000 22.201526 0.210786
199.000 22.136265 0.210560
200.000 22.106853 0.210077
201.000 21.887835 0.209527
202.000 22.118219 0.209112
203.000 21.700206 0.208660
204.000 21.553561 0.208193
205.000 21.854747 0.207850
206.000 21.337514 0.207676
207.000 21.363164 0.207726
208.000 21.666988 0.207859
209.000 21.569381 0.208092
210.000 21.749466 0.208282
211.000 22.038318 0.208519
212.000 22.069473 0.208818
213.000 21.759687 0.209108
214.000 21.776526 0.209326
215.000 22.044382 0.209580
216.000 22.317183 0.209754
217.000 21.877325 0.209689
218.000 21.814999 0.209410
219.000 21.652692 0.209153
220.000 21.800177 0.208979
221.000 21.888346 0.208929
222.000 21.545044 0.209071
223.000 21.875908 0.209363
224.000 21.912412 0.209749
225.000 22.180642 0.210191
226.000 22.104826 0.210545
227.000 22.096484 0.210834
228.000 22.359665 0.211031
229.000 22.206173 0.211230
230.000 22.248690 0.211447
231.000 22.279967 0.211632
232.000 22.195905 0.211864
233.000 22.488514 0.212293
234.000 22.354335 0.212792
235.000 22.772421 0.213214
236.000 23.033713 0.213511
237.000 23.150888 0.213584
238.000 22.510357 0.213741
239.000 22.863922 0.213924
360.000 21.812486 0.208919
361.000 21.755732 0.208520
362.000 21.541406 0.208170
363.000 21.542375 0.207778
364.000 21.531836 0.207536
365.000 21.254877 0.207272
366.000 21.598794 0.207052
367.000 21.325306 0.206963
368.000 21.504509 0.206949
369.000 21.782451 0.206955
370.000 21.608208 0.207059
371.000 21.811708 0.207080
372.000 21.317431 0.207118
373.000 21.715884 0.207245
374.000 21.646389 0.207388
375.000 21.425551 0.207530
376.000 21.456204 0.207740
377.000 21.732281 0.207959
378.000 21.785039 0.207916
379.000 21.527718 0.207730
380.000 21.474619 0.207346
381.000 21.915537 0.206775
382.000 21.127118 0.206384
383.000 21.035361 0.206355
384.000 21.845233 0.206402
385.000 21.118977 0.206435
386.000 21.311869 0.206735
387.000 21.392709 0.206975
388.000 21.772840 0.206988
389.000 21.565456 0.207031
390.000 21.482087 0.207053
391.000 21.715515 0.206911
392.000 21.218872 0.206654
393.000 21.221708 0.206492
394.000 21.449087 0.206270
395.000 21.238234 0.206089
396.000 20.816562 0.205977
397.000 21.317293 0.205891
398.000 21.122228 0.205550
399.000 21.263953 0.205022
400.000 20.931925 0.204545
401.000 20.562390 0.204177
402.000 20.923293 0.203762
403.000 20.682881 0.203400
