# date, mag, err_mag
-0.000 20.890437 0.205056
1.000 20.799517 0.204831
2.000 20.220594 0.204600
3.000 20.681942 0.204412
4.000 20.529871 0.204180
5.000 20.565167 0.204059
6.000 20.676959 0.204137
7.000 20.888086 0.204431
8.000 20.481437 0.204794
9.000 20.322391 0.204893
10.000 20.569571 0.204735
11.000 20.735015 0.204672
12.000 20.690520 0.204676
13.000 20.545254 0.204820
14.000 20.836318 0.205079
15.000 20.674650 0.205575
16.000 20.496644 0.206135
17.000 21.103226 0.206849
18.000 20.980347 0.207595
19.000 21.568881 0.208113
20.000 21.717217 0.208751
21.000 21.429328 0.209410
22.000 21.711992 0.210045
23.000 21.712354 0.210379
24.000 21.629959 0.210328
25.000 21.706655 0.210383
26.000 21.875251 0.210686
27.000 21.738081 0.211022
28.000 22.071164 0.211148
29.000 22.186190 0.210950
30.000 21.727196 0.210529
31.000 21.824345 0.210395
32.000 22.165789 0.210446
33.000 21.960200 0.210558
34.000 21.655666 0.210550
35.000 21.670105 0.210610
36.000 21.826271 0.210585
37.000 21.722651 0.210382
38.000 21.735252 0.210371
39.000 21.583716 0.210467
40.000 21.845268 0.210762
41.000 21.777880 0.211198
42.000 21.984180 0.211512
43.000 22.005791 0.211675
44.000 22.172605 0.211557
45.000 21.958001 0.211598
46.000 21.901090 0.211668
47.000 21.873717 0.211894
48.000 22.123670 0.212006
49.000 21.850804 0.211893
50.000 21.569483 0.211742
51.000 21.831964 0.211468
52.000 21.918022 0.211224
53.000 21.908499 0.211343
54.000 21.847027 0.211634
55.000 21.870938 0.211717
56.000 22.283566 0.211847
57.000 21.921115 0.212099
58.000 22.135610 0.212120
59.000 22.378067 0.212305
60.000 22.222520 0.212309
61.000 22.480515 0.212324
62.000 22.318773 0.212523
63.000 22.162812 0.212686
64.000 22.546886 0.212854
65.000 22.072257 0.213054
66.000 22.409551 0.213301
67.000 22.802554 0.213326
68.000 22.007669 0.213113
69.000 22.311268 0.212905
70.000 22.135342 0.212623
71.000 22.038546 0.212255
72.000 22.226105 0.211916
73.000 22.055728 0.211713
74.000 22.097775 0.211463
75.000 21.701105 0.211041
76.000 22.050334 0.210698
77.000 21.907993 0.210555
78.000 21.771507 0.210344
79.000 21.976612 0.210134
80.000 21.556140 0.209817
81.000 21.565818 0.209533
82.000 21.345862 0.209309
83.000 21.448604 0.209181
84.000 21.660873 0.209303
85.000 21.679538 0.209571
86.000 21.672555 0.209873
87.000 21.342979 0.210280
88.000 21.719081 0.210417
89.000 22.033836 0.210389
90.000 21.345592 0.210326
91.000 22.009969 0.210266
92.000 21.389432 0.210376
93.000 22.101126 0.210563
94.000 21.882544 0.210753
95.000 21.872031 0.211181
96.000 22.281032 0.211758
97.000 22.538589 0.212121
98.000 22.225126 0.212430
99.000 22.477754 0.212807
100.000 22.354115 0.212978
101.000 21.849337 0.212692
102.000 22.358246 0.212416
103.000 21.818307 0.212200
104.000 22.206073 0.211957
105.000 22.149099 0.211850
106.000 22.034200 0.211802
107.000 22.480747 0.211829
108.000 22.258899 0.211980
109.000 22.390932 0.211831
110.000 21.963322 0.211377
111.000 21.454234 0.211090
112.000 21.918294 0.210862
113.000 21.796868 0.210418
114.000 21.729730 0.210088
115.000 21.598783 0.210155
116.000 22.005042 0.210508
117.000 21.913055 0.210863
118.000 21.709781 0.211005
119.000 21.954197 0.211041
120.000 21.870287 0.210906
121.000 21.796517 0.210691
122.000 21.979517 0.210430
123.000 21.743025 0.210357
124.000 21.868069 0.210382
125.000 21.895778 0.210366
126.000 21.780301 0.210509
127.000 21.625378 0.210554
128.000 21.939804 0.210232
129.000 21.386153 0.209627
130.000 21.604955 0.208976
131.000 21.619664 0.208310
132.000 21.232301 0.207741
133.000 21.046618 0.207476
134.000 20.941085 0.207395
135.000 21.726591 0.207524
136.000 21.295043 0.207622
137.000 21.136318 0.207564
138.000 21.390689 0.207479
139.000 21.182816 0.207605
140.000 21.468782 0.207690
141.000 21.178285 0.207787
142.000 21.337786 0.208079
143.000 21.462152 0.208315
144.000 21.229234 0.208313
145.000 21.421843 0.208397
146.000 21.466565 0.208322
147.000 21.100445 0.208314
148.000 21.280996 0.208113
149.000 21.097682 0.207723
150.000 21.089061 0.207403
151.000 21.159604 0.207230
152.000 20.894720 0.207221
153.000 21.274985 0.207712
154.000 21.562171 0.208176
155.000 21.527910 0.208576
156.000 21.577447 0.208739
157.000 21.554710 0.208954
158.000 21.868528 0.209058
159.000 21.561097 0.209003
160.000 21.427834 0.209347
161.000 21.885093 0.210094
162.000 21.754713 0.210816
163.000 22.198740 0.211543
164.000 22.281981 0.212236
165.000 22.384237 0.212559
166.000 22.192505 0.212554
167.000 22.001347 0.212405
168.000 22.145521 0.211902
169.000 21.736423 0.211318
170.000 21.681550 0.210647
