# date, mag, err_mag
-0.000 19.049461 0.197413
1.000 19.014645 0.197356
2.000 18.644017 0.197043
3.000 19.074469 0.196665
4.000 18.724271 0.196694
5.000 18.961071 0.197517
6.000 19.360876 0.198021
7.000 19.146177 0.198247
8.000 19.443127 0.198364
9.000 19.196091 0.197923
10.000 19.211177 0.197642
11.000 18.931379 0.197385
12.000 19.400099 0.197283
13.000 19.049889 0.197047
14.000 19.052489 0.197317
15.000 19.318912 0.197709
16.000 19.383325 0.197957
17.000 19.492807 0.197962
18.000 19.189451 0.198043
19.000 19.282722 0.199008
20.000 19.756697 0.199778
21.000 19.254196 0.199259
22.000 18.978429 0.198742
23.000 19.438242 0.198423
24.000 19.763411 0.199399
25.000 19.868702 0.200857
26.000 19.808206 0.201808
27.000 19.881812 0.201940
28.000 19.690189 0.201807
29.000 20.185388 0.202268
30.000 20.436232 0.202323
31.000 19.668518 0.202636
32.000 20.098352 0.202779
33.000 20.191189 0.202870
34.000 20.217568 0.203394
35.000 20.507753 0.204529
36.000 20.765511 0.205386
37.000 20.919286 0.205810
38.000 20.608136 0.205909
39.000 20.719889 0.205673
40.000 20.880454 0.205803
41.000 20.639352 0.205681
42.000 20.660869 0.206233
43.000 21.100391 0.207151
44.000 20.865020 0.207475
45.000 21.048569 0.207473
46.000 21.383850 0.207205
47.000 20.740960 0.206824
48.000 20.867229 0.206738
49.000 21.164661 0.207004
50.000 20.946709 0.207958
51.000 21.242678 0.209092
52.000 21.704286 0.209744
53.000 21.553770 0.209800
54.000 21.391843 0.209265
55.000 21.374570 0.208347
56.000 21.120051 0.208111
57.000 21.571612 0.208492
58.000 21.496639 0.208698
59.000 21.284590 0.208366
60.000 21.517037 0.208909
61.000 21.806318 0.209333
62.000 21.281392 0.209046
63.000 21.312846 0.208619
64.000 21.211958 0.208047
65.000 21.372243 0.208487
66.000 21.342003 0.208981
67.000 21.511100 0.209767
68.000 21.664046 0.210632
69.000 21.716527 0.210802
70.000 21.681927 0.210435
71.000 21.505757 0.209456
72.000 21.443869 0.208232
73.000 21.307170 0.207629
74.000 21.297686 0.207525
75.000 21.341179 0.207764
76.000 21.096080 0.207895
77.000 21.216826 0.208125
78.000 20.953723 0.207746
79.000 21.719873 0.208643
80.000 21.753215 0.210182
81.000 21.563190 0.209926
82.000 21.207714 0.208909
83.000 21.162632 0.208618
84.000 21.861076 0.209210
85.000 21.417423 0.210255
86.000 21.926924 0.210646
87.000 21.620777 0.210710
88.000 22.029133 0.210955
89.000 21.737947 0.211084
90.000 21.921360 0.210789
91.000 21.800660 0.211282
92.000 21.965433 0.211742
93.000 22.354364 0.212438
94.000 21.965484 0.212517
95.000 22.418031 0.211953
96.000 21.687039 0.211229
97.000 22.068047 0.211277
98.000 21.932421 0.211266
99.000 21.850310 0.210454
100.000 21.866379 0.209455
101.000 21.363032 0.209233
102.000 21.554574 0.209159
103.000 21.708826 0.209570
104.000 21.414898 0.209933
105.000 21.878302 0.210598
106.000 22.150096 0.211750
107.000 21.904862 0.212108
108.000 22.204334 0.211919
109.000 22.255334 0.211560
110.000 21.386571 0.210774
111.000 21.473361 0.209743
112.000 21.565222 0.208806
113.000 21.621216 0.207782
114.000 21.053553 0.206808
115.000 20.681851 0.206046
116.000 20.615279 0.206041
117.000 20.826035 0.206322
118.000 20.823122 0.206999
119.000 21.379568 0.206888
120.000 20.807506 0.205368
121.000 20.337373 0.203987
122.000 20.479182 0.203054
123.000 20.088045 0.202496
124.000 19.762993 0.202350
125.000 20.046928 0.201954
126.000 19.949749 0.201854
127.000 19.856535 0.201797
128.000 19.994220 0.201813
129.000 20.477194 0.202177
130.000 20.028566 0.202681
131.000 20.169859 0.202757
132.000 20.474338 0.202880
133.000 20.270114 0.202995
134.000 20.282398 0.203432
135.000 19.973230 0.203290
136.000 20.312748 0.203190
137.000 20.516445 0.203300
138.000 20.714132 0.203474
139.000 20.262202 0.203820
140.000 20.138304 0.204283
141.000 20.426758 0.204224
142.000 20.582915 0.204505
143.000 20.812456 0.205255
144.000 20.862839 0.204997
145.000 21.003108 0.204969
146.000 20.912175 0.204890
147.000 20.759995 0.204571
148.000 20.739924 0.204366
149.000 20.247964 0.204198
150.000 20.253318 0.203709
151.000 20.735229 0.204687
152.000 20.963199 0.205776
153.000 20.983026 0.206105
154.000 20.893956 0.206082
155.000 20.883819 0.205593
156.000 20.781852 0.205261
157.000 20.364613 0.205210
158.000 20.540523 0.204778
159.000 20.487406 0.204370
160.000 20.436048 0.204257
161.000 20.224746 0.203680
162.000 20.298441 0.204126
163.000 20.320673 0.204100
164.000 20.441533 0.203607
165.000 19.853181 0.202674
166.000 19.795199 0.202154
167.000 20.104576 0.201695
168.000 19.894327 0.201222
169.000 19.814538 0.201880
170.000 20.420793 0.202284
171.000 19.812062 0.201747
172.000 19.625604 0.201233
173.000 19.871640 0.201484
174.000 19.900548 0.201878
175.000 20.122095 0.202361
176.000 20.248677 0.202873
177.000 20.827535 0.203734
178.000 20.830112 0.204607
179.000 20.297708 0.204464
180.000 19.975098 0.203784
181.000 20.257975 0.203053
182.000 20.116007 0.202716
183.000 20.209731 0.201909
184.000 19.501410 0.200958
